"Time,sec",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,IslAv
228.8373277,167.125,89.283,207.021,146.772,108.622,295.182,160.911,89.034,62.683,77.55,101.026,74.544,99.79,93.267,71.776,53.97,80.629,84.914,58.937,78.143,108.011,76.594,285.39,279.058,163.897,309.878,337.299,124.99,96.504,277.397,303.516,84.889,168.672,191.154,260.601,252.273,146.888,172.831,62.472,130.279,75.127,83.699,72.674,67.113,71.973,63.313,51.592,372.384,315,147.074
229.328395,170.16,87.517,214.431,140.836,108.366,309.328,172.196,87.882,62.801,78.75,102.008,79.559,101.73,90.645,67.733,54.487,78.992,86.586,61.774,73.98,111.587,80.266,292.413,266.771,170.042,299.904,333.792,128.434,101.351,277.336,301.352,84.503,170.263,193.658,261.884,247.036,149.031,171.937,61.475,133.134,67.693,82.435,68.891,68.626,68.291,65.359,50.229,377.078,317.08,147.584
229.8194622,173.004,87.34,234.289,159.251,117.76,300.362,184.037,94.486,62.15,77.316,103.563,78.334,105.372,90.731,68.872,57.799,77.462,85.559,57.284,76.407,110.292,81.712,300.215,271.724,164.714,314.764,341.986,128.037,99.773,280.689,306.084,87.169,168.207,194.031,263.318,257.867,153.089,177.614,63.453,126.591,72.92,86.042,70.762,68.544,68.088,65.967,52.678,383.535,332.385,150.686
230.3105294,192.753,100.574,313.779,181.813,135.003,390.419,219.58,99.474,64.124,76.314,118.598,81.172,104.545,92.028,69.545,61.662,78.836,83.416,60.937,74.092,101.781,75.805,290.467,265.252,161.05,305.186,325.66,131.468,97.624,289.258,305.893,88.914,166.572,189.843,264.987,254.197,149.45,186.639,64.687,133.985,72.103,79.226,73.148,66.07,69.736,63.997,54.982,380.689,328.797,155.839
230.8015966,177.054,94.12,307.757,162.17,133.078,417.582,235.543,98.749,60.831,83.178,148.035,77.622,103.718,92.227,67.687,59.457,78.183,86.466,62.557,75.19,103.848,78.605,289.043,258.849,154.149,305.476,322.778,132.906,99.052,294.345,311.723,91.465,169.479,188.566,268.625,257.552,151.793,203.09,65.62,140.771,70.197,83.828,74.572,65.335,68.939,64.169,53.181,391.606,335.154,157.468
231.2926639,160.136,91.222,246.395,151.398,123.409,375.13,242.952,96.225,62.879,98.564,184.647,82.248,101.572,91.952,67.7,58.87,78.674,87.426,57.601,73.227,104.768,78.087,284.298,255.938,161.309,299.682,330.771,138.662,100.36,281.46,316.755,83.597,169.058,186.367,270.444,263.751,156.2,200.333,63.433,136.195,75.808,81.114,74.221,68.881,66.86,65.474,52.767,390.787,335.69,155.618
231.7837311,178.258,96.229,239.879,159.994,130.401,354.594,227.993,106.653,63.24,91.394,150.701,86.071,98.679,90.547,68.541,67.037,80.156,88.346,58.338,72.491,103.661,76.999,278.255,260.541,157.103,297.551,304.236,134.769,99.432,293.542,311.686,88.557,172.127,182.775,265.079,260.258,157.125,190.744,62.445,137.097,73.679,83.361,72.048,71.619,69.627,64.939,52.626,386.609,345.25,154.353
232.2747983,193.454,101.938,240.276,154.503,126.098,343.395,231.217,127.038,67.673,83.591,135.032,83.378,99.459,86.935,71.498,61.253,80.186,85.544,60.384,76.174,107.518,78.178,282.095,261.837,160.141,306.271,326.368,134.586,101.282,285.305,318.202,85.874,172.304,191.14,264.2,265.584,152.026,190.127,63.318,134.18,73.709,82.795,73.516,71.057,69.862,66.29,53.112,392.833,352.653,155.62
232.7658655,202.809,105.31,244.358,163.374,134.717,352.151,241.274,120.573,64.924,82.475,119.783,86.116,99.502,88.907,69.913,61.848,80.954,92.174,58.324,77.088,107.109,77.443,287.917,278.606,169.496,313.574,332.653,156.532,103.773,291.405,319.297,85.85,175.774,195.025,278.055,260.888,156.63,190.858,61.538,134.643,73.363,84.978,74.349,74.652,68.944,65.71,52.346,403.449,354.256,158.688
233.2569328,208.784,113.985,257.817,151.474,139.845,352.411,240.301,134.166,64.544,80.931,120.057,86.83,104.08,91.797,68.68,63.23,78.986,82.311,62.036,77.528,113.08,79.153,291.459,272.898,176.26,320.8,340.569,160.802,107.376,292.399,316.009,88.647,177.139,194.088,279.423,262.732,160.526,207.888,66.155,144.593,74.141,85.362,73.598,64.688,66.562,65.719,50.55,390.261,360.66,160.476
233.748,230.74,112.249,249.375,152.813,140.163,351.234,245.687,225.444,68.136,79,120.943,84.424,102.325,94.102,67.89,59.286,78.88,91.073,58.041,74.164,112.009,79.898,294.775,278.265,169.973,321.904,349.931,181.866,109.697,297.718,322.818,92.011,171.538,189.52,282.366,267.326,162.199,230.276,64.067,140.621,74.651,84.611,73.22,64.668,68.452,64.719,53.668,408.343,367.425,164.582
234.2390672,239.717,115.404,255.608,161.696,143.481,357.402,248.596,230.112,73,83.619,118.102,87.834,96.998,89.014,67.641,62.993,82.505,90.351,60.11,74.511,112.094,80.188,294.691,277.428,170.16,318.363,338.354,180.922,109.164,296.838,319.239,87.223,170.017,192.2,285.124,264.616,162.333,224.796,63.165,154.258,74.49,87.639,74.768,73.526,69.113,62.636,53.86,406.348,371.92,165.595
234.7301345,255.103,145.493,276.85,159.906,150.611,378.889,276.372,361.137,73.785,86.228,115.178,85.372,103.056,90.281,70.063,63.071,79.632,90.742,60.886,73.249,119.545,84.734,301.569,284.904,172.79,316.079,327.347,185.096,105.723,291.981,329.167,85.854,178.927,193.2,283.02,274.097,160.168,243.888,63.667,158.18,74.918,86.656,75.909,70.366,68.883,66.118,52.902,407.549,371.009,172.044
235.2212017,280.606,134.727,273.015,160,151.178,370.101,293.087,395.093,78.423,83.292,117.958,81.5,103.467,90.94,69.004,59.792,81.659,89.133,60.443,74.221,115.17,81.165,306.168,281.296,173.198,314.015,336.146,188.228,113.463,300.527,325.225,92.017,172.745,188.898,292.669,283.002,161.848,245.444,67.157,161.654,71.555,85.275,76.046,65.652,69.749,65.267,54.027,415.304,382.076,174.135
235.7122689,273.506,124.101,279.444,152.047,162.431,361.317,303.774,316.128,75.652,86.355,119.175,81.935,99.358,90.787,68.287,61.212,80.625,91.725,61.302,79.632,115.781,77.112,310.953,278.644,175.809,326.263,336.451,183.814,113.079,298.922,333.968,91.844,179.735,192.526,295.704,289.813,163.233,243.484,65.975,162.162,74.634,86.266,77.016,68.278,70.413,64.748,54.727,414.927,375.922,173.286
236.2033361,282.897,124.971,297.985,163.386,159.917,365.239,295.486,277.72,79.163,84.871,128.442,88.038,105.947,89.799,70.456,62.152,79.591,88.375,63.61,78.753,112.759,80.241,317.702,280.336,188.431,326,355.375,169.204,119.771,296.155,332.732,93.679,172.431,198.687,288.987,291.06,164.332,235.577,63.568,164.017,74.564,89.487,78.383,74.683,72.58,66.798,54.344,413.606,375.286,174.236
236.6944034,288.973,129.36,289.63,157.48,176.363,378.305,296.801,278.811,79.545,90.484,130.809,86.359,98.566,92.757,71.532,59.398,84.115,95.743,65.477,75.483,112.29,79.733,319.431,278.581,174.832,323.796,364.708,171.677,113.921,298.372,331.256,89.495,170.348,191.15,293.896,284.633,167.574,254.334,68.213,181.991,79.38,88.391,77.803,72.451,67.255,67.359,52.459,429.135,380.65,175.737
237.1854706,271.118,117.889,282.813,168.591,168.511,361.021,278.911,240.074,81.848,88.794,126.287,84.903,104.018,92.752,65.908,62.03,86.063,92.62,63.565,76.689,117.656,82.879,330.866,277.628,165.634,330.79,351.354,185.233,115.378,306.565,329.625,90.737,183.567,194.572,298.355,283.388,160.681,263.845,67.588,184.435,78,91.913,80.12,68.049,73.666,69.144,52.656,420.776,380.05,174.481
237.6765378,282.274,116.2,283.782,153.895,164.494,372.395,270.671,250.057,77.603,84.632,131.274,89.311,99.364,91.406,72.446,62.033,83.752,94.736,61.985,73.239,123.069,80.442,332.551,283.697,186.943,337.719,356.333,190.135,113.998,301.597,336.853,93.897,182.041,205.862,296.508,288.766,164.605,258.498,66.898,176.855,80.25,92.437,78.043,71.039,68.483,68.909,52.996,420.384,388.201,175.787
238.167605,274.94,120.923,280.22,156.187,165.596,367.518,267.966,244.865,79.261,87.05,128.52,86.177,101.722,93.37,69.495,65.617,81.715,92.647,61.508,75.724,117.712,84.578,339.591,270.205,179.489,331.532,359.694,202.162,110.649,300.053,327.951,91.52,182.81,197.374,309.131,292.843,170.023,269.814,69.358,179.619,79.723,89.313,78.036,71.719,71.016,71.257,51.634,416.46,389.757,175.634
238.6586723,275.269,119.815,272.035,152.713,167.782,369.44,273.374,258.669,79.032,87.493,127.643,84.651,101.409,92.265,69.08,60.104,84.536,94.87,62.363,76.902,117.587,81.055,332.908,276.381,182.225,340.387,360.271,205.387,119.208,299.716,331.144,90.767,176.664,198.405,300.445,289.365,170.023,273.926,69.312,168.63,79.38,95.947,79.572,70.108,68.641,70.992,54.651,435.46,398.508,176.459
239.1497395,278.111,122.125,272.768,157.485,169.611,374.501,268.95,243.861,80.461,84.641,132.995,84.521,99.537,93.792,68.626,60.743,82.694,90.666,64.411,75.515,120.056,81.304,343.822,279.853,175.122,340.527,386.625,213.692,120.616,300.034,335.063,94.188,183.526,191.33,309.481,297.843,165.451,272.632,66.13,165.615,79.312,93.478,82.003,71.32,70.074,72.712,54.56,436.27,400.525,177.738
239.6408067,271.08,120.295,269.851,155.947,164.211,376.643,275.393,251.284,84.954,81.834,131.875,88.197,100.35,89.064,70.536,64.033,85.817,92.927,65.448,79.063,118.955,85.364,336.99,278.258,173.76,342.892,365.986,204.317,124.539,302.244,337.836,95.797,179.088,205.42,304.481,290.76,164.134,271.815,68.687,166.242,80.799,95.783,82.046,66.549,71.783,70.358,53.486,429.153,406.218,177.399
240.1318739,281.935,124.992,262.221,156.526,166.559,380.277,286.151,267.646,81.722,89.91,135.237,83.305,104.101,91.735,71.898,60.71,87.301,92.571,64.396,73.485,117.777,77.854,341.653,280.619,186.935,339.674,375.681,191.397,129.406,300.145,336.349,91.955,184.47,204.81,303.006,290.745,171.343,282.35,68.527,162.472,78.522,93.248,85.018,69.392,69.262,71.983,54.305,433.055,401.456,178.696
240.6229412,282.207,121.529,274.782,153.404,174.09,365.899,283.447,259.341,83.913,86.114,135.098,88.01,104.626,91.688,71.486,63.524,88.751,97.571,63.579,76.926,117.375,79.048,339.623,294.849,191.256,352.553,375.91,196.737,130.251,298.8,333.942,94.182,179.141,199.666,303.826,299.245,171.108,280.387,68.395,166.777,81.754,99.668,82.107,65.732,72.108,74.243,54.421,440,402.775,179.834
241.1140084,279.964,121.217,269.677,153.743,190.383,368.759,272.874,251.28,90.551,89.718,139.42,88.483,102.025,94.699,69.67,60.572,88.574,102.088,64.362,72.748,122.107,81.045,344.81,289.307,190.08,354.594,365.764,207.697,130.788,305.968,325.761,94.227,182.165,201.942,313.56,299.139,170.502,281.931,68.215,172.554,81.815,98.897,88.758,70.085,71.379,72.639,54.294,433.924,413.36,180.778
241.6050756,286.537,122.795,267.119,154.392,192.27,368.106,275.676,260.299,92.708,87.91,140.558,86.697,100.179,95.306,68.132,70.602,95.432,96.779,64.029,73.188,120.625,78.452,351.997,291.434,188.79,355.709,374.076,217.245,130.616,307.939,333.749,95.388,178.141,204.939,308.12,297.983,173.39,290.729,69.405,168.535,75.073,102.904,85.734,70.34,72.136,76.255,53.906,428.842,416.211,181.987
242.0961429,290.103,127.343,275.333,160.713,200.922,377.567,288.527,271.676,97.424,92.142,140.323,88.254,102.848,91.341,71.651,64.502,107.341,100.566,65.735,78.037,125.853,82.908,367.92,288.276,189.573,353.064,372.201,234.622,137.491,307.04,328.986,92.366,181.574,207.104,324.519,308.165,173.137,296.978,72.277,168.329,82.717,101.804,102.326,69.353,80.749,74.54,54.933,425.538,413.256,185.917
242.5872101,269.606,129.463,274.54,152.082,209.476,366.414,304.169,274.316,91.792,90.292,141.464,85.912,102.757,92.305,70.21,68.387,99.35,102.017,64.501,77.311,120.201,83.324,359.937,288.722,198.924,360.485,396.66,227.589,136.996,298.059,343.879,93.518,179.251,210.831,317.945,296.187,180.134,299.456,72.88,176.929,81.271,103.042,98.055,74.358,72.657,78.503,56.64,433.014,404.594,185.927
243.0782773,288.773,128.2,277.01,157.854,208.443,361.579,295.372,267.507,91.417,87.983,141.964,82.603,100.973,89.196,71.725,64.684,96.722,101.38,65.82,78.346,122.484,82.057,355.503,302.269,184.515,366.524,387.472,209.831,135.517,292.292,343.15,94.989,180.929,205.326,324.754,306.412,176.203,300.61,71.148,178.013,84.445,103.976,93.27,72.688,76.971,77.063,55.52,433.419,410.882,185.424
243.5693445,284.512,131.604,277.894,159.316,214.082,376.466,300.632,274.524,99.02,93.079,154.472,90.996,104.379,96.633,71.624,67.974,91.601,101.943,68.205,79.519,125.337,78.161,362.501,299.102,189.504,353.933,381.75,197.939,137.963,310.351,349.032,96.201,180.129,207.858,320.364,304.397,179.27,297.495,70.505,183.379,82.902,103.656,99.616,74.338,74.276,80.149,55.892,443.449,414.463,187.6
244.0604118,292.74,130.582,285.608,160.702,223.702,378.57,292.404,275.503,93.979,92.781,146.007,86.836,100.595,93.22,68.498,67.84,108.459,108.544,66.122,74.871,129.196,83.01,356.759,287.022,195.725,360.426,400.611,217.422,137.301,304.006,344.285,95.343,185.046,208.685,319.841,307.929,180.373,305.446,70.053,189.851,79.747,110.428,113.013,69.026,72.896,80.846,54.843,439.918,416.842,189.05
244.551479,290.962,133.421,282.59,154.497,217.842,367.915,293.128,289.274,102.834,94.293,158.178,87.584,104.232,93.866,68.744,72.591,117.2,106.233,70.139,75.421,124.473,81.222,368.876,298.537,192.649,365.186,408.986,230.205,137.332,297.952,343.729,96.642,187.569,207.537,317.584,308.826,179.613,313.192,71.472,190.502,81.958,106.178,107.507,71.807,75.813,84.705,54.113,437.952,416.705,190.607
245.0425462,289.777,123.923,276.851,172.041,227.183,371.912,295.502,286.002,102.052,97.346,175.487,90.229,102.206,95.408,71.267,65.781,123.063,112.819,73.063,73.611,125.806,81.182,378.266,299.031,207.786,373.792,393.917,230.959,139.55,306.966,340.718,93.685,187.747,214.248,326.322,307.225,182.652,314.224,70.542,197.346,81.585,114.402,126.214,75.76,73.329,93.909,56.005,441.533,417.934,193.432
245.5336134,290.621,125.79,276.885,170.216,222.033,385.607,279.429,271.042,97.537,93.508,167.336,87.191,106.479,90.377,74.131,67.182,125.181,120.355,72.643,76.243,127.19,80.668,379.594,293.722,191.523,363.186,401.118,239.492,139.768,301.187,342.233,95.608,185.248,215.113,329.821,311.657,184.728,317.472,74.867,205.489,80.534,113.226,123.656,72.255,76.995,92.245,58.157,438.904,413.939,192.844
246.0246807,300.601,120.643,295.81,161.287,225.968,383.364,296.676,279.238,104.11,94.989,176.342,91.716,103.167,91.129,71.43,68.84,137.489,118.902,74.239,76.63,123.904,83.511,392.437,301.04,203.508,365.435,412.681,239.229,141.077,299.975,350.104,98.321,181.757,207.292,329.824,320.094,179.766,319.71,74.123,226.81,83.555,119.408,137.414,75.866,77.855,93.661,64.865,426.947,423.39,196.452
246.5157479,306.466,132.783,287.426,155.041,231.14,382.679,298.228,277.24,102.261,93.634,168.28,92.897,105.934,89.57,73.379,72.253,135.64,115.742,72.138,79.941,125.578,81.963,389.394,292.63,216.279,376.028,389.083,238.834,144.47,302.973,349.804,97.865,179.287,210.405,332.606,301.826,183.772,328.893,76.745,240.989,83.846,121.411,136.641,77.974,69.761,91.162,63.464,429.526,418.154,196.409
247.0068151,298.441,132.268,291.413,169.953,234.304,387.005,297.297,278.836,100.583,101.793,163.078,88.296,102.829,89.571,69.862,67.859,123.397,116.282,72.154,69.528,125.848,81.764,399.193,305.151,204.103,373.682,413.778,227.389,141.958,308.101,350.856,98.537,187.484,217.102,320.858,314.942,185.89,321.801,69.128,281.69,84.501,119.647,122.742,73.858,81.488,87.897,62.156,435.243,441.227,197.812
247.4978824,307.338,138.438,296.789,169.842,238.607,385.031,303.03,261.194,94.385,102.596,160.966,88.099,100.747,96.224,69.054,70.413,138.513,127.889,73.046,74.685,126.402,79.286,401.638,299.728,215.282,374.633,401.771,230.826,149.087,306.441,352.556,98.863,180.058,221.044,320.713,310.582,190.426,318.952,73.433,301.831,84.839,127.261,139.361,75.098,74.122,98.583,60.229,446.142,426.776,199.65
247.9889496,312.515,137.82,296.792,155.69,240.135,397.674,301.043,278.945,105.838,101.179,161.12,88.779,100.591,90.303,74.433,69.762,166.957,128.566,74.48,74.266,129.424,84.482,406.219,309.073,229.431,380.074,418.229,231.51,133.292,296.7,338.634,102.116,183.706,219.253,329.945,315.442,190.613,326.073,76.567,305.485,85.021,140.572,163.815,75.028,75.443,104.571,57.536,437.092,419.386,202.482
248.4800168,308.423,139.475,303.152,173.632,240.885,400.529,301.377,269.469,101.982,106.28,164.911,88.893,98.409,86.928,75.033,67.528,178.569,127.583,76.713,78.035,129.969,80.293,397.247,309.024,216.561,381.033,395.875,244.535,138.356,303.542,347.49,100.349,188.72,208.889,332.752,318.678,190.707,330.377,74.975,318.896,86.693,144.844,182.118,75.716,76.199,117.051,56.096,442.716,413.282,203.894
248.971084,317.274,136.32,297.591,173.45,240.493,413.12,312.941,278.343,104.556,100.148,165.732,93.265,99.899,90.745,74.705,67.784,158.973,131.287,77.036,75.577,130.092,83.273,408.124,321.559,214.263,376.05,408.215,243.15,141.815,305.683,344.689,102.276,189.596,214.672,331.946,313.103,185.626,333.704,76.842,326.199,88.56,141.304,167.639,77.662,74.469,108.258,57.342,446.142,429.149,205.115
249.4621513,311.75,135.263,299.047,174.795,239.358,402.343,304.082,273.042,104.961,103.905,172.282,92.609,105.547,89.389,71.05,74.606,179.662,137.155,76.059,78.029,127.766,84.955,407.899,328.332,220.057,380.642,403.042,225.857,143.29,298.258,343.516,99.649,181.878,214.908,338.969,318.483,182.877,325.594,78.053,335.091,87.927,146.917,171.102,73.247,93.079,105.565,60.703,438.318,420.586,205.337
249.9532185,316.715,133.384,303.596,174.772,239.928,406.352,300.493,264.512,107.32,103.069,172.815,91.275,102.29,89.265,70.498,69.115,171.825,137.644,72.341,79.544,135.79,86.305,412.128,331.548,209.924,377.794,445.083,228.705,148.629,303.277,342.066,101.88,183.384,214.837,325.375,328.021,189.879,330.845,74.632,341.682,91.771,149.018,174.702,81.064,95.763,104.421,58.211,443.854,431.515,207.12
250.4442857,317.581,155.545,306.149,166.187,247.972,415.601,306.368,266.798,107.331,98.561,171.159,91.261,101.354,90.454,71.557,68.442,155.811,132.863,75.902,79.184,132.6,80.996,412.377,325.149,204.34,383.3,428.118,221.532,142.382,298.819,345.398,96.675,184.482,213.18,338.059,319.118,192.23,331.322,74.61,355.686,85.677,142.77,156.273,76.871,90.765,103.513,58.312,438.318,428.068,205.858
250.9353529,315.913,144.424,309.839,179.766,246.982,413.659,309.888,265.149,110.803,99.735,169.435,89.876,99.683,89.862,72.169,69.104,163.82,127.348,72.45,74.843,132.076,82.861,413.362,316.715,211.401,383.623,429.799,239.237,138.328,307.691,343.957,98.617,176.594,210.319,338.2,320.712,192.224,337.7,74.202,346.095,88.749,150.543,166.934,78.436,81.567,105.081,54.338,444.352,430.724,206.514
251.4264202,315.436,135.618,309.003,172.585,255.484,403.341,310.518,260.427,107.209,101.987,169.5,90.603,104.807,90.346,69.696,67.751,192.826,135.934,70.883,76.108,130.402,81.905,419.066,328.577,227.061,383.041,427.653,239.474,145.423,304.989,347.677,100.585,182.939,213.054,340.771,322.884,191.429,325.151,74.093,343.517,90.693,146.995,190.681,75.887,82.361,105.235,57.511,443.897,422.742,207.873
251.9174874,321.909,142.057,303.649,173.368,252.975,415.674,304.441,271.232,106.739,112.69,177.88,93.76,99.982,87.928,77.756,68.383,206.068,140.41,77.134,75.885,128.96,82.67,424.084,335.499,266.542,389.359,424.84,234.942,146.928,297.622,346.104,97.278,195.878,208.238,335.192,318.648,195.648,329.341,76.937,348.076,85.373,155.533,202.341,72.216,83.605,116.411,56.522,449.538,427.778,211.062
252.4085546,320.339,139.054,311.106,168.918,254.126,411.527,315.08,276.453,124.088,155.221,187.31,95.141,99.019,84.442,74.498,70.138,249.897,176.409,95.61,78.213,130.384,82.892,425.386,331.412,236.897,381.742,414.799,244.368,147.138,289.861,349.285,102.642,186.883,222.163,339.266,316.601,191.279,337.134,75.843,352.736,92.433,169.496,220.352,77.57,85.822,134.868,57.967,441.192,431.681,215.443
252.8996218,332.886,140.342,310.975,180.474,257.691,427.678,325.553,293.303,129.052,192.811,183.288,96.647,102.354,93.377,75.529,70.357,259.574,230.47,100.149,79.9,126.944,80.379,421.135,338.379,232.084,382.908,422.722,246.81,141.845,295.2,347.135,99.961,181.735,209.912,334.475,321.137,194.167,334.402,73.362,355.039,95.131,178.107,236.594,74.789,86.811,146.464,57.86,450.446,426.312,219.891
253.3906891,334.809,145.7,310.438,174.129,258.386,427.364,326.279,302.945,127.232,196.024,202.966,93.924,99.601,92.976,74.789,78.658,301.76,241.894,112.107,78.859,128.167,86.226,420.096,325.808,226.565,380.864,429.299,248.08,148.214,305.483,343.939,97.683,187.255,217.14,337.227,327.086,197.909,337.469,75.593,350.303,96.485,199.248,262.706,76.853,90.023,167.851,56.789,437.201,432.049,223.887
253.8817563,337.953,141.049,316.003,174.731,252.328,426.22,331.025,302.669,119.687,172.757,196.318,91.842,96.918,89.375,73.626,72.375,285.612,233.035,116.042,76.243,136.491,83.641,426.482,334.004,230.141,380.017,413.694,234.189,146.814,300.008,339.464,96.345,185.713,214.795,342.028,316.747,194.306,335.028,75.05,360.701,96.506,194.301,245.751,74.485,90.291,168.815,56.302,443.359,434.243,221.541
254.3728235,339.225,139.874,317.178,174.368,255.158,440.277,324.47,306.124,122.062,168.032,193.698,94.582,105.907,88.563,73.375,79.342,275.577,222.255,117.791,78.84,132.879,81.584,430.344,340.127,223.981,390.396,432,242.652,151.509,299.729,344.963,101.985,190.727,218.987,337.619,325.592,200.538,335.479,75.047,362.011,93.941,203.79,250.049,74.307,86.095,179.321,60.11,439.206,430.73,223.518
254.8638908,346.546,140.024,322.01,174.135,262.436,438.132,336.525,317.011,121.483,159.875,199.717,95.821,96.903,93.086,71.216,72.996,275.278,219.907,117.891,76.221,128.754,82.768,423.977,357.637,231.924,383.219,406.653,248.65,146.518,295.813,342.669,99.685,194.229,212.979,337.348,322.067,202.23,333.745,77.37,367.866,98.105,205.815,255.327,78.613,94.217,175.296,56.958,445.465,427.589,223.892
255.354958,338.973,144.465,326.689,176.263,264.309,438.828,336.852,306.421,121.362,152.086,205.993,103.639,100.175,92.73,74.485,75.063,273.814,222.169,120.267,77.323,133.737,82.101,425.902,342.12,221.24,383.45,410.896,248.454,143.238,290.557,351.366,97.255,190.774,223.154,334.335,326.373,207.646,341.386,75.878,375.242,102.176,209.946,255.598,78.394,87.23,177.755,57.644,449.854,429.01,224.584
255.8460252,356.114,145.066,332.611,176.345,270.937,444.83,342.562,330.8,123,157.978,215.503,95.653,101.43,87.485,72.689,79.665,279.426,219.132,116.659,76.534,129.223,80.48,440.07,352.214,239.729,385.154,420.674,258.828,152.454,298.317,346.718,104.066,189.934,211.99,333.094,325.736,206.543,343.997,76.003,375.199,99.756,215.245,259.229,76.899,92.224,173.753,60.044,445.54,424.516,227.389
256.3370924,356.145,150.505,323.715,172.947,268.473,449.116,337.626,341.048,128.1,305.721,207.137,96.529,102.473,92.675,71.109,78.357,268.579,208.311,116.851,78.879,135.281,85.036,435.433,351.737,227.508,382.05,418.924,265.895,151.446,292.813,341.599,100.415,190.277,225.994,337.067,315.562,208.241,340.78,75.508,374.113,98.347,223.192,247.414,73.737,88.743,175.735,58.567,442.334,427.042,229.492
256.8281597,361.127,150.756,329.839,178.275,268.687,454.319,348.47,326.379,124.757,264.903,208.845,95.229,102.897,90.367,70.953,75.595,266.341,205.37,114.742,82.616,132.833,84.116,433.861,350.51,238.561,381.656,415.743,263.403,150.478,297.765,347.233,99.983,187.501,217.585,341.575,320.423,212.251,341.458,71.043,380.19,98.813,235.574,260.935,78.407,87.348,183.543,57.433,442.24,428.042,229.816
257.3192269,356.134,147.702,323.196,169.579,271.108,452.645,353.018,330.404,126.631,230.376,207.104,98.071,103.161,86.497,73.41,76.052,289.986,221.081,116.715,77.431,128.549,84.783,431.89,357.098,245.527,388.219,437.861,260.958,154.05,297.905,335.095,98.465,187.443,220.384,332.246,326.704,207.124,340.672,74.765,384.056,100.164,257.788,279.896,82.327,89.553,187.733,59.599,443.616,431.059,231.343
257.8102941,361.109,146.461,331.451,183.205,271.729,459.121,351.795,330.017,124.853,201.705,215.08,101.29,103.093,90.67,79.301,73.323,302.555,225.912,124.818,81.198,132.246,87.045,436.773,367.116,282.981,393.265,425.812,259.776,154.487,296.834,339.712,99.424,190.207,217.269,340.403,317.403,205.409,340.597,76.01,387.833,98.752,270.44,284.257,76.593,94.079,195.719,58.083,443.064,427.295,233.828
258.3013613,357.759,150.096,330.475,182.795,271.093,472.147,359.249,341.051,125.455,178.449,221.883,100.679,107.072,93.117,78.957,80.535,298.293,228.696,137.299,81.951,130.121,85.683,436.645,369.808,259.363,391.329,444.632,274.81,157.528,295.351,345.723,101.467,192.394,218.077,335.525,325.845,208.262,345.243,75.5,387.022,98.963,290.732,280.34,74.106,93.838,203.47,58.626,438.792,422.059,235.476
258.7924286,362.387,155.153,330.684,173.749,274.007,465.258,353.687,336.415,126.267,164.978,229.241,102.37,102.35,93.48,74.526,79.792,302.125,244.294,142.275,71.652,136.507,87.631,435.722,368.96,246.328,385.473,437.799,253.979,161.303,297.309,332.493,102.396,196.543,215.075,351.664,327.715,205.57,336.988,75.787,395.996,101.269,309.426,288.508,74.113,91.935,203.599,60.859,440.638,429.014,235.414
259.2834958,363.583,150.487,331.111,184.392,270.91,464.981,365.37,342.693,127.49,176.026,223.198,104.439,105.23,89.164,85.312,79.502,311.839,262.926,151.377,77.783,130.393,85.622,443.072,367.501,301.313,387.109,418.611,250.01,149.271,295.546,347.781,101.985,193.304,216.33,337.115,310.946,205.881,347.924,77.58,394.812,104.37,398.362,294.868,77.031,99.235,216.929,60.319,445.572,432.425,239.98
259.774563,363.007,152.49,326.292,181.392,274.383,471.57,371.16,346.874,127.428,194.187,227.135,106.964,100.796,91.904,104.937,83.803,314.006,261.758,149.508,78.605,135.297,84.949,432.643,360.136,303.271,395.488,437.715,266.586,149.563,296.958,346.599,106.006,194.65,223.188,339.998,327.414,212.006,352.138,76.838,400.725,106.918,384.975,307.257,75.915,99.241,216.434,60.375,437.888,426.369,242.566
260.2656303,380.768,152.335,337.883,182.93,271.998,476.896,366.822,356.116,124.584,186.535,221.592,110.924,102.967,94.454,140.571,80.647,299.997,258.289,149.382,81.871,131.192,84.45,439.393,369.731,342.985,393.479,439.799,271.255,154.994,297.971,345.807,104.6,189.375,209.273,333.505,329.195,211.314,344.668,75.203,398.31,104.258,368.214,296.335,79.977,97.722,223.053,61.545,438.014,429.617,243.73
260.7566975,381.385,152.966,335.358,184.228,277.042,469.404,375.443,358.244,131.958,183.159,221.802,104.641,107.146,93.262,165.195,75.509,299.27,262.938,152.823,81.828,128.815,97.405,436.218,368.149,306.515,384.183,445.819,259.708,154.336,283.42,339.608,102.099,190.995,216.04,345.747,318.856,212.588,350.515,75.347,405.121,106.794,358.016,291.978,76.84,99.072,224.601,62.632,458.156,446.364,244.072
261.2477647,378.929,153.481,338.562,192.07,271.626,481.246,377.45,369.438,125.844,171.793,223.569,107.122,105.835,94.184,136.287,75.178,288.481,261.953,154.54,78.26,134.864,95.595,440.125,365.911,284.729,398.492,429.861,273.327,155.613,283.092,335.844,105.463,194,212.528,338.414,320.294,216.358,349.187,76.423,409.089,110.178,357.866,293.418,81.825,111.217,222.498,60.789,452.222,437.849,243.529
